100, 0.000026130001
200, 0.000057993668
300, 0.00009201133
400, 0.00012155766
500, 0.00016167566
600, 0.000195125
700, 0.00023618166
800, 0.00026366964
900, 0.00030204
1000, 0.00034219635
1100, 0.00037302633
1200, 0.000395584
1300, 0.00042160932
1400, 0.000463884
1500, 0.00071704335
1600, 0.000561216
1700, 0.00054943765
1800, 0.0005173963
1900, 0.00052906666
2000, 0.000547957
2100, 0.0007544827
2200, 0.002418024
2300, 0.0008356089
2400, 0.00086024735
2500, 0.0009906656
2600, 0.0009841963
2700, 0.0010606187
2800, 0.0011058364
2900, 0.0010530967
3000, 0.0011127434
3100, 0.0011786197
3200, 0.0011966984
3300, 0.0012664803
3400, 0.0012910924
3500, 0.001323656
3600, 0.0013561883
3700, 0.001408724
3800, 0.001479062
3900, 0.0014935813
4000, 0.0015639737
4100, 0.0015882567
4200, 0.00167524
4300, 0.0016223956
4400, 0.001770994
4500, 0.0013389761
4600, 0.0016026887
4700, 0.0018912456
4800, 0.0019332183
4900, 0.0017450904
5000, 0.0013357963
5100, 0.0015555089
5200, 0.0015267966
5300, 0.0014238104
5400, 0.00145824
5500, 0.0014832984
5600, 0.001501984
5700, 0.0015283735
5800, 0.0015548264
5900, 0.0016057494
6000, 0.0016297824
6100, 0.00171344
6200, 0.0016745396
6300, 0.0021377923
6400, 0.0017348174
6500, 0.0018152464
6600, 0.0018154837
6700, 0.0018248151
6800, 0.001885245
6900, 0.0018873555
7000, 0.0019554284
7100, 0.0019440388
7200, 0.0022792253
7300, 0.0020567577
7400, 0.0020902664
7500, 0.0021189153
7600, 0.0021469712
7700, 0.0021650915
7800, 0.0021922777
7900, 0.0022311234
8000, 0.0026252074
8100, 0.0022590524
8200, 0.002290882
8300, 0.0023010033
8400, 0.0023404039
8500, 0.0023641577
8600, 0.00239607
8700, 0.0026477138
8800, 0.002616643
8900, 0.0025518783
9000, 0.0025698747
9100, 0.0036403676
9200, 0.002588005
9300, 0.002704251
9400, 0.0028214694
9500, 0.0027034443
9600, 0.0027126162
9700, 0.002738363
9800, 0.002775784
9900, 0.0029417067
10000, 0.0029036575
10100, 0.0028820017
10200, 0.002884252
10300, 0.0029115665
10400, 0.0035180622
10500, 0.00338938
10600, 0.0034129145
10700, 0.0040973425
10800, 0.003970086
10900, 0.004252225
11000, 0.004088917
11100, 0.0037141326
11200, 0.0036833873
11300, 0.0036009592
11400, 0.003713566
11500, 0.0039945426
11600, 0.00444894
11700, 0.0035036325
11800, 0.003672252
11900, 0.0034484873
12000, 0.0037516155
12100, 0.0035897777
12200, 0.0035231435
12300, 0.0035228722
12400, 0.003588902
12500, 0.0040384396
12600, 0.003671131
12700, 0.0049473704
12800, 0.003726716
12900, 0.0044835326
13000, 0.004403476
13100, 0.0038103485
13200, 0.0038300822
13300, 0.003856535
13400, 0.004113592
13500, 0.0041282536
13600, 0.0040157693
13700, 0.0042070462
13800, 0.005690853
13900, 0.004047542
14000, 0.004062724
14100, 0.004169134
14200, 0.0041379584
14300, 0.0041415943
14400, 0.0041769436
14500, 0.0053155543
14600, 0.0046806424
14700, 0.0046428256
14800, 0.004326111
14900, 0.0050318316
15000, 0.00534366
15100, 0.0044299024
15200, 0.0044478797
15300, 0.004769404
15400, 0.004570339
15500, 0.0047877384
15600, 0.004759117
15700, 0.006182614
15800, 0.0046949494
15900, 0.004702773
16000, 0.0048055286
16100, 0.006266629
16200, 0.0047507007
16300, 0.004781423
16400, 0.0051374435
16500, 0.006283808
16600, 0.004881771
16700, 0.004978914
16800, 0.005986261
16900, 0.0068564443
17000, 0.005591132
17100, 0.005566647
17200, 0.0053126263
17300, 0.0052845296
17400, 0.005708962
17500, 0.0073794173
17600, 0.008422598
17700, 0.011667396
17800, 0.0141845755
17900, 0.009443697
18000, 0.0076202853
18100, 0.008940197
18200, 0.008183362
18300, 0.008014886
18400, 0.00846376
18500, 0.0075423345
18600, 0.008750364
18700, 0.008754845
18800, 0.009824035
18900, 0.0094717005
19000, 0.011258832
19100, 0.01073959
19200, 0.011637121
19300, 0.009426259
19400, 0.0097867595
19500, 0.008870215
19600, 0.008167909
19700, 0.007157496
19800, 0.0071864426
19900, 0.0065725017
20000, 0.0061747106
20100, 0.0065056803
20200, 0.0061245225
20300, 0.0061862245
20400, 0.008236071
20500, 0.00614935
20600, 0.007242867
20700, 0.006802658
20800, 0.0063293725
20900, 0.0063975574
21000, 0.009131795
21100, 0.0075846743
21200, 0.007303657
21300, 0.010786452
21400, 0.0073577785
21500, 0.0066010794
21600, 0.0068469
21700, 0.006674071
21800, 0.0067251064
21900, 0.006903751
22000, 0.007000235
22100, 0.0068076225
22200, 0.0071186265
22300, 0.0068479134
22400, 0.006901983
22500, 0.007097875
22600, 0.0069820173
22700, 0.007029018
22800, 0.007178661
22900, 0.007032522
23000, 0.007175482
23100, 0.0074267387
23200, 0.0072052116
23300, 0.007840026
23400, 0.0074635595
23500, 0.0072442647
23600, 0.0074685765
23700, 0.007616177
23800, 0.007303872
23900, 0.007488611
24000, 0.007537068
24100, 0.0074334126
24200, 0.0076507945
24300, 0.0077730836
24400, 0.007560623
24500, 0.0077431165
24600, 0.007644112
24700, 0.0076100593
24800, 0.009202849
24900, 0.008148974
25000, 0.008744991
